list_index,master_text_id,kind,source_japanese,dormant_list2_reference,translation
1124,1590,card_text,転生プログラム,Metamorph Program,Transmogrify
1125,1591,card_text,"{ST}S・トリガー
＊クリーチャーを１体選び、破壊する。そうした場合、そのクリーチャーの持ち主は、自分自身の山札の上から進化クリーチャーでないクリーチャーが出るまでカードを表向きにする。そのプレイヤーは、出たクリーチャーをバトルゾーンに出し、表向きにしたそれ以外のカードを持ち主の墓地に置く。","{ST} Shield trigger
*Choose a creature and destroy it. If you do, its owner reveals cards from the top of his deck until he reveals a non-Evolution creature. He puts that creature into the battle zone and puts the rest of the cards into his graveyard.","■ Shield trigger (When this card is put into your hand from your shield zone, you may play it immediately for no cost.)
■ You may destroy a creature. If you do, its owner reveals cards from the top of his deck until he reveals a non-evolution creature. He puts that creature into the battle zone and puts the rest of those cards into his graveyard."
1126,1592,card_text,邪悪の魔黒デビル・マーシャル,"Devil Marshal, the Infernal","Zero Nemesis, Shadow of Panic"
1127,1593,card_text,"＊進化-自分のゴースト1体の上に置く。
＊W・ブレイカー
＊自分のクリーチャーが攻撃する時、相手の手札を1枚見ないで選び、捨てさせる。","*Evolution-Put on one of your Ghosts.
*Double breaker (This creature breaks 2 shields.)
*Whenever any of your creatures attacks, your opponent discards a card at random from his hand.","■ Evolution-Put on one of your Ghosts.
■ Whenever one of your creatures attacks, your opponent discards a card at random from their hand.
■ Double breaker (This creature breaks 2 shields.)"
1128,1594,card_text,半端な攻撃は、倍する抵抗を産むだけじゃ。- デビル・マーシャルの戦術書から抜粋,Anything less than an overwhelming attack only breeds further resistance. -From Devil Marshal's 'Tactics',
1129,1595,card_text,ゴースト,ゴースト,Ghost
1130,1596,card_text,妖舞皇女ユリア,"Yulia, the Entrancer","Uliya, the Entrancer"
1131,1597,card_text,＊このクリーチャーをバトルゾーンに出した時、自分のシールドを1枚選び、自分の手札に加える。（その「Ｓ・トリガー」を使ってもよい）,"*When you put this creature into the battle zone, choose one of your shields and put it into your hand. (You can use the ""shield trigger"" ability of that shield.)","■ When you put this creature into the battle zone, choose one of your shields and put it into your hand. (You can use the ""shield trigger"" ability of that shield.)"
1132,1598,card_text,「君のために歌おう」と言ったばかりに、生きているのが不思議なぐらいジョーはひどい目にあった。,"Just because he said ""Let me sing for you"", Joe received a horrible torture.",
1133,1599,card_text,ダークロード,ダークロード,Dark Lord
1134,1600,card_text,ギガンデュラ,Gigandura,Gigandura
1135,1601,card_text,＊このクリーチャーをバトルゾーンに出した時、相手の手札を見る。その中から1枚選び、持ち主のマナゾーンに置いてもよい。そうした場合、相手のマナゾーンからカードを1枚選び、持ち主の手札に戻す。,"*When you put this creature into the battle zone, look at your opponent's hand. You may choose a card in it and put it into his mana zone. If you do, choose a card in his mana zone and put it into his hand.","■ When you put this creature into the battle zone, look at your opponent's hand. You may choose a card in it and put it into his mana zone. If you do, choose a card in his mana zone and put it into his hand."
1136,1602,card_text,不健全な肉体の攻撃が、異質な効果を引き起こす。,"It is able to pass the imperfections in its own body onto others--unfortunately, most beings cannot survive the process.",
1137,1603,card_text,キマイラ,キマイラ,Chimera
1138,1604,card_text,困惑の影トラブル・アルケミスト,"Trouble Alchemist, Shadow of Confusion","Spark Chemist, Shadow of Whim"
1139,1605,card_text,＊このクリーチャーをバトルゾーンに出した時、自分のマナゾーンにあるカードをすべて自分の手札に戻す。,"*When you put this creature into the battle zone, return all cards from your mana zone to your hand.","■ When you put this creature into the battle zone, return all the cards from your mana zone to your hand."
1140,1606,card_text,「また、やってもうた。」- 困惑の影トラブル・アルケミスト,Whoops--I did it again.--Trouble Alchemist,
1141,1607,card_text,ゴースト,ゴースト,Ghost
1142,1608,card_text,魔天降臨,Upheaval,Upheaval
1143,1609,card_text,"{ST}S・トリガー（この呪文をシールドゾーンから手札に加える時、コストを支払わずにすぐ唱えてもよい）　　　
＊各プレイヤーは自分自身のマナゾーンにあるカードをすべてそれぞれの手札に戻し、同時に、自分自身の手札をすべてタップしてそれぞれのマナゾーンに置く。","{ST} Shield trigger (When this spell is put into your hand from your shield zone, you may cast it immediately for no cost.)
*Each player puts all cards from his mana zone into his hand and, at the same time, puts all cards from his hand into his mana zone tapped.","■ Shield trigger (When this card is put into your hand from your shield zone, you may play it immediately for no cost.)
■ Each player puts all the cards from his mana zone into his hand and, at the same time, puts all the cards from his hand into his mana zone tapped."
1144,1610,card_text,機神装甲ガンダヴァル,Armored Cannon Gandaval,Armored Raider Gandaval
1145,1611,card_text,"＊進化-自分のヒューマノイド１体の上に置く。　　
＊攻撃中、このクリーチャーのパワーは、バトルゾーンにある自分の他のタップされているクリーチャー１体につき+2000される。
＊W・ブレイカー","*Evolution-Put on one of your Humans.
*While attacking, this creature gets +2000 power for each of your other tapped creatures in the battle zone.
*Double breaker","■ Evolution-Put on one of your Humans.
■ While attacking, this creature gets +2000 power for each of your other tapped creatures in the battle zone.
■ Double breaker (This creature breaks 2 shields.)"
1146,1612,card_text,「とりゃー！　七万発くらいやがれ！」- 機神装甲ガンダヴァル,"Ha ha! Think you can stand up to my rocket punch, eh? Take that !--Gandaval",
1147,1613,card_text,ヒューマノイド,ヒューマノイド,Human
1148,1614,card_text,テンペストザウルス,Tempestsaurus,Hurlosaur
1149,1615,card_text,"＊S・トリガー（このクリーチャーをシールドゾーンから手札に加える時、コストを支払わずにすぐ召喚してもよい）　　　　
＊このクリーチャーをバトルゾーンに出した時、パワー1000以下の相手のクリーチャーを１体破壊する。","{ST} Shield trigger (When this creature is put into your hand from your shield zone, you may summon it immediately for no cost.)
*When you put this creature into the battle zone, destroy one of your opponent's creatures that has power 1000 or less.","■ Shield trigger (When this card is put into your hand from your shield zone, you may play it immediately for no cost.)
■ When you put this creature into the battle zone, destroy one of your opponent's creatures that has power 1000 or less."
