seq,large_chunk,small_chunk,resource_key,canonical_key,internal_id,japanese_name,english_name,card_type,race,rules,flavor,mapping,large_chunk_size,inner_archive_size,outer_slack
457,1134,1817,10_11,10_11,443,聖天使グライス・メジキューラ,"Glais Mejicula, the Extreme",EVOLUTION CREATURE,Initiate,"■ Evolution-Put on one of your Initiates.
■ Whenever one of your shields would be broken, you may discard 2 cards from your hand instead.",,crosswalk,131072,130816,256
458,1135,1818,10_110,10_110,542,ナチュラル・ブースト,Thirst for the Hunt,SPELL,,"■ Each of your creatures gets ""power attacker +1000"" until the end of the turn. (While attacking, a creature that has ""power attacker +1000"" gets +1000 power.)",,crosswalk,129024,129024,0
459,1136,1819,10_12,10_12,444,粛清者ポルタレスタ,"Poltalester, the Spydroid",CREATURE,Soltrooper,"■ Shield trigger (When this card is put into your hand from your shield zone, you may play it immediately for no cost.)
■ Blocker (Whenever an opponent's creature attacks, you may tap this creature to stop the attack. Then the 2 creatures battle.)
■ This creature can't attack players.",,crosswalk,116736,116480,256
460,1137,1820,10_13,10_13,445,粛清者アイザク,"Ikaz, the Spydroid",CREATURE,Soltrooper,"■ Blocker (Whenever an opponent's creature attacks, you may tap this creature to stop the attack. Then the 2 creatures battle.)
■ Whenever this creature blocks, choose one of your creatures in the battle zone. Untap it after the battle.
■ This creature can't attack players.",,crosswalk,141312,139520,1792
461,1138,1821,10_14,10_14,446,曙の守護者パラ・オーレシス,"Pala Olesis, Morning Guardian",CREATURE,Guardian,"■ Blocker (Whenever an opponent's creature attacks, you may tap this creature to stop the attack. Then the 2 creatures battle.)
■ During your opponent's turn, each of your other creatures gets +2000 power.
■ This creature can't attack players.",,crosswalk,122880,121344,1536
462,1139,1822,10_15,10_15,447,緊急再誕,Rapid Reincarnation,SPELL,,"■ Shield trigger (When this card is put into your hand from your shield zone, you may play it immediately for no cost.)
■ You may destroy one of your creatures. If you do, choose a creature in your hand that costs the same as or less than the number of cards in your mana zone and put it into the battle zone.",,crosswalk,120832,120320,512
463,1140,1823,10_16,10_16,448,バトル・コロシアム,Static Warp,SPELL,,■ Each player chooses one of his creatures in the battle zone. Tap the rest of the creatures in the battle zone.,,crosswalk,106496,106240,256
464,1141,1824,10_17,10_17,449,クリスタル・ブレイダー,Crystal Spinslicer,CREATURE,Liquid People,"■ Blocker (Whenever an opponent's creature attacks, you may tap this creature to stop the attack. Then the 2 creatures battle.)
■ Evolution-Put on one of your Liquid People.",,crosswalk,126976,125440,1536
465,1142,1825,10_18,10_18,450,サイレント・マジシャン,Mystic Magician,CREATURE,Merfolk,"■ Your creatures that have ""silent skill"" are put into the battle zone tapped.
■ Whenever one of your creatures that has ""silent skill"" would be destroyed, put it into your hand instead.",,crosswalk,124928,123648,1280
466,1143,1826,10_19,10_19,451,パルタン,Zaltan,CREATURE,Cyber Lord,"■ Whenever you put a Cyber Virus into the battle zone, you may discard up to 2 cards from your hand. For each card you discard, choose a creature in the battle zone and return it to its owner's hand.",,crosswalk,122880,122880,0
467,1144,1827,10_20,10_20,452,トリック・クラッカー,Charge Whipper,CREATURE,Cyber Virus,"■ Silent skill (At the start of each of your turns, if this creature is tapped, you may keep it tapped and use its silent skill ability.)
  You may add a card from your hand to your shields face down. If you do, choose one of your shields and put it into your hand. You can't use the ""shield trigger"" ability of that shield.",,crosswalk,133120,132864,256
468,1145,1828,10_21,10_21,453,転生プログラム,Transmogrify,SPELL,,"■ Shield trigger (When this card is put into your hand from your shield zone, you may play it immediately for no cost.)
■ You may destroy a creature. If you do, its owner reveals cards from the top of his deck until he reveals a non-evolution creature. He puts that creature into the battle zone and puts the rest of those cards into his graveyard.",,crosswalk,124928,123392,1536
469,1146,1829,10_22,10_22,454,邪悪の魔黒デビル・マーシャル,"Zero Nemesis, Shadow of Panic",EVOLUTION CREATURE,Ghost,"■ Evolution-Put on one of your Ghosts.
■ Whenever one of your creatures attacks, your opponent discards a card at random from their hand.
■ Double breaker (This creature breaks 2 shields.)",,crosswalk,135168,134400,768
470,1147,1830,10_23,10_23,455,妖舞皇女ユリア,"Uliya, the Entrancer",CREATURE,Dark Lord,"■ When you put this creature into the battle zone, choose one of your shields and put it into your hand. (You can use the ""shield trigger"" ability of that shield.)",,crosswalk,135168,134656,512
471,1148,1831,10_24,10_24,456,ギガンデュラ,Gigandura,CREATURE,Chimera,"■ When you put this creature into the battle zone, look at your opponent's hand. You may choose a card in it and put it into his mana zone. If you do, choose a card in his mana zone and put it into his hand.",,crosswalk,143360,141568,1792
472,1149,1832,10_25,10_25,457,困惑の影トラブル・アルケミスト,"Spark Chemist, Shadow of Whim",CREATURE,Ghost,"■ When you put this creature into the battle zone, return all the cards from your mana zone to your hand.",,crosswalk,126976,126976,0
473,1150,1833,10_26,10_26,458,魔天降臨,Upheaval,SPELL,,"■ Shield trigger (When this card is put into your hand from your shield zone, you may play it immediately for no cost.)
■ Each player puts all the cards from his mana zone into his hand and, at the same time, puts all the cards from his hand into his mana zone tapped.",,crosswalk,129024,129024,0
474,1151,1834,10_27,10_27,459,機神装甲ガンダヴァル,Armored Raider Gandaval,EVOLUTION CREATURE,Human,"■ Evolution-Put on one of your Humans.
■ While attacking, this creature gets +2000 power for each of your other tapped creatures in the battle zone.
■ Double breaker (This creature breaks 2 shields.)",,crosswalk,141312,140032,1280
475,1152,1835,10_28,10_28,460,テンペストザウルス,Hurlosaur,CREATURE,Rock Beast,"■ Shield trigger (When this card is put into your hand from your shield zone, you may play it immediately for no cost.)
■ When you put this creature into the battle zone, destroy one of your opponent's creatures that has power 1000 or less.",,crosswalk,137216,136704,512
476,1153,1836,10_29,10_29,461,バーンメルト・リザード,Burnwisp Lizard,CREATURE,Melt Warrior,"■ Each of your creatures in the battle zone that has ""silent skill"" has ""speed attacker."" (A creature that has ""speed attacker"" doesn't get summoning sickness.)",,crosswalk,147456,147456,0
477,1154,1837,10_30,10_30,462,マインロード・ワイバーン,Minelord Skyterror,CREATURE,Armored Wyvern,"■ Silent skill (At the start of each of your turns, if this creature is tapped, you may keep it tapped and use its silent skill ability.)
  Destroy all creatures that have power 3000 or less.",,crosswalk,133120,131328,1792
478,1155,1838,10_31,10_31,463,砕神兵ガッツンダー,Smash Warrior Stagrandu,CREATURE,Armorloid,"■ This creature can attack untapped creatures.
■ Whenever this creature attacks a creature that has power 6000 or more, this creature gets +9000 power until the end of the turn.",,crosswalk,143360,143360,0
479,1156,1839,10_32,10_32,464,大勇者「鎖風車」,"Earth Ripper, Talon of Rage",EVOLUTION CREATURE,Beast Folk,"■ Evolution-Put on one of your Beast Folk.
■ When you put this creature into the battle zone, return all tapped cards from your mana zone to your hand.
■ Double breaker (This creature breaks 2 shields.)",,crosswalk,129024,128512,512
480,1157,1840,10_33,10_33,465,緑神龍クスダルフ,Terradragon Cusdalf,CREATURE,Earth Dragon,"■ Power attacker +4000 (While attacking, this creature gets +4000 power.)
■ Double breaker (This creature breaks 2 shields.)
■ You can't untap the cards in your mana zone at the start of each of your turns.",,crosswalk,137216,137216,0
481,1158,1841,10_34,10_34,466,エコロバルーン・ビートル,Bubble Scarab,CREATURE,Giant Insect,"■ Whenever one of your creatures is attacked, you may discard a card from your hand. If you do, that creature gets +3000 power until the end of the turn.",,crosswalk,137216,136448,768
482,1159,1842,10_35,10_35,467,シャーマン・ブロッコリー,Shaman Broccoli,CREATURE,Wild Veggies,"■ When this creature would be destroyed, put it into your mana zone instead.",,crosswalk,143360,141824,1536
483,1160,1843,10_36,10_36,468,母なる大地,Soulswap,SPELL,,"■ Shield trigger (When this card is put into your hand from your shield zone, you may play it immediately for no cost.)
■ You may choose a creature in the battle zone and put it into its owner's mana zone. If you do, choose a non-evolution creature in that player's mana zone that costs the same as or less than the number of cards in that mana zone. That player puts that creature into the battle zone.",,crosswalk,131072,130048,1024
484,1161,1844,10_37,10_37,469,アクア・リバイバー,Aqua Skydiver,CREATURE,Liquid People,"■ Shield trigger (When this card is put into your hand from your shield zone, you may play it immediately for no cost.)
■ Blocker (Whenever an opponent's creature attacks, you may tap this creature to stop the attack. Then the 2 creatures battle.)
■ (This creature is put into your mana zone tapped.)
■ When this creature would be destroyed, return it to your hand instead.",,crosswalk,112640,111360,1280
485,1162,1845,10_38,10_38,470,冷徹のソーダライト,"Soderlight, the Cold Blade",CREATURE,Spirit Quartz,"■ (This creature is put into your mana zone tapped.)
■ This creature can't be blocked.
■ Silent skill (At the start of each of your turns, if this creature is tapped, you may keep it tapped and use its silent skill ability.)
  Your opponent chooses one of his creatures and destroys it.",,crosswalk,122880,121856,1024
486,1163,1846,10_39,10_39,471,腐敗勇騎ドルマークス,"Dolmarks, the Shadow Warrior",CREATURE,Ghost/Human,"■ (This creature is put into your mana zone tapped.)
■ When you put this creature into the battle zone, destroy one of your creatures and put a card from your mana zone into your graveyard. Then your opponent chooses and destroys one of his creatures and chooses a card in his mana zone and puts it into his graveyard.",,crosswalk,129024,127232,1792
487,1164,1847,10_40,10_40,472,反発のタグタップ,"Tagtapp, the Retaliator",CREATURE,Spirit Quartz,"■ (This creature is put into your mana zone tapped.)
■ This creature gets +1000 power for each water card in your opponent's mana zone.
■ While this creature has power 6000 or more, it has ""Double breaker (This creature breaks 2 shields).""",,crosswalk,112640,112384,256
488,1165,1848,10_41,10_41,473,霊峰の守護者ルキア・レックス,"Lukia Lex, Pinnacle Guardian",CREATURE,Guardian,"■ (This creature is put into your mana zone tapped.)
■ Power attacker +3000 (While attacking, this creature gets +3000 power.)
■ At the end of each of your turns, you may untap this creature.",,crosswalk,118784,118528,256
489,1166,1849,10_42,10_42,474,光器ベロチカ,"Berochika, Channeler of Suns",CREATURE,Mecha Del Sol,"■ When you put this creature into the battle zone, if you have 5 or more shields, add the top card of your deck to your shields face down.",,crosswalk,122880,122880,0
490,1167,1850,10_43,10_43,475,粛清者ブルグラフ,"Bulgluf, the Spydroid",CREATURE,Soltrooper,"■ Silent skill (At the start of each of your turns, if this creature is tapped, you may keep it tapped and use its silent skill ability.)
  Add the top card of your deck to your shields face down.",,crosswalk,124928,124160,768
491,1168,1851,10_44,10_44,476,祝福の伝道師クレアル,"Clearlo, Grace Enforcer",CREATURE,Berserker,■ This creature gets +1000 power for each of your other untapped creatures in the battle zone.,,crosswalk,122880,121600,1280
492,1169,1852,10_45,10_45,477,ルナ・ウイング,Pinpoint Lunatron,CREATURE,Cyber Moon,"■ Silent skill (At the start of each of your turns, if this creature is tapped, you may keep it tapped and use its silent skill ability.)
  Choose a creature in the battle zone or a card in either player's mana zone and return it to its owner's hand.",,crosswalk,126976,126464,512
493,1170,1853,10_46,10_46,478,ハーミット・フィッシュ,Buoyant Blowfish,CREATURE,Gel Fish,■ This creature gets +1000 power for each tapped card in your opponent's mana zone.,,crosswalk,122880,121856,1024
